price_total,quantity,date_created.year,date_created.month,date_created.day,customer.name,country.region,country.country,product.category,product.name
75,176,2013,10,16,Gizmonic Institute,South America,Mexico,Videos,Extreme mountain bike sessions (2012)
55,100,2013,10,16,LuthorCorp,Europe,Lithuania,Sports,Trial Bike
"155,4",324,2013,10,17,"Sample, inc",Europe,Switzerland,Sports,Snowboard table
49,299,2013,10,17,Strickland Propane,South America,Brazil,Sports,Snowboard table
55,242,2013,10,17,LuthorCorp,Europe,Italy,Sports,Trial Bike
"236,5",215,2013,10,18,Powell Motors,Europe,Spain,Sports,Mountain Bike
20,311,2013,10,19,The Frying Dutchman,Europe,Spain,Videos,Best windsurf Videos of the year (2013)
"209,45",211,2013,10,19,Keedsler Motors,Europe,Netherlands,Sports,Mountain Bike
55,64,2013,10,19,LuthorCorp,Europe,Lithuania,Sports,Trial Bike
49,418,2013,10,20,North Central Positronics,Europe,Spain,Sports,Tent for extreme weather
"236,5",48,2013,10,20,Industrial Automation,Europe,Spain,Sports,Mountain Bike
"114,18",377,2013,10,21,Smith and Co.,Europe,Spain,Sports,Snowboard boots
"39,96",178,2013,10,21,General Products,Europe,Spain,Sports,Mountain Bike
217,365,2013,10,22,"Acme, inc.",Europe,Spain,Sports,Mountain Bike
10,421,2013,10,22,Central Perk,South America,Ecuador,Sports,Snowboard boots
"39,96",140,2013,10,22,General Products,Europe,Spain,Sports,Mountain Bike
50,185,2013,10,23,Osato Chemicals,North America,United States of America,Various,Various
"49,95",469,2013,10,23,Mr. Sparkle,Europe,United Kingdom of Great Britain & Northern Ireland,Books,Bicycle Wheel
"94,52",143,2013,10,24,Bluth Company,South America,Brazil,Sports,Snowboard table
"52,5",484,2013,10,24,"Acme, inc.",Europe,Spain,Sports,Snowboard boots
20,434,2013,10,25,Taco Grande,Europe,France,Videos,Best windsurf Videos of the year (2013)
"137,699",178,2013,10,25,Mooby Corp,South America,Ecuador,Sports,Climbing boots
145,401,2013,10,26,Industrial Automation,Europe,Germany,Sports,Climbing glasses
"155,8",70,2013,10,27,Mooby Corp,South America,Ecuador,Sports,Rafting Boat
250,294,2013,10,27,Ankh-Sto Associates,Europe,Latvia,Sports,Mountain Bike
333,461,2013,10,27,Ankh-Sto Associates,Europe,Sweden,Sports,Mountain Bike
"39,96",233,2013,10,28,General Products,Europe,Spain,Sports,Mountain Bike
"145,5",42,2013,10,28,Sto Plains Holdings,Europe,France,Sports,Tent for extreme weather
"26,95",258,2013,10,29,Bluth Company,South America,Brazil,Videos,Communicate your skills (2009)
25,415,2013,10,30,Corellian Engineering Corporation,Europe,Spain,Sports,Trial Bike
20,263,2013,10,31,The Frying Dutchman,Europe,Spain,Videos,Best windsurf Videos of the year (2013)
20,436,2013,10,31,The Krusty Krab,Europe,Hungary,Videos,Best windsurf Videos of the year (2013)
"49,95",269,2013,11,1,United Fried Chicken,South America,Brazil,Books,Bicycle Wheel
99,321,2013,11,1,LuthorCorp,Europe,Croatia,Sports,Trial Bike
49,478,2013,11,1,Sample Company,Europe,Switzerland,Sports,Tent for extreme weather
49,401,2013,11,2,Acme Corp,Europe,Netherlands,Sports,Snowboard table
"44,0279",289,2013,11,3,Widget Corp,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Trial Bike
"242,5",67,2013,11,4,Wentworth Industries,Europe,Ireland,Various,Various
145,96,2013,11,4,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle brakes
68,82,2013,11,5,LuthorCorp,Europe,Hungary,Videos,Living on a windsurf table (2010)
"242,5",221,2013,11,5,Wentworth Industries,Europe,Ireland,Various,Various
"41,32",25,2013,11,5,Wayne Enterprises,Europe,Spain,Various,Various
"110,37",499,2013,11,6,"Demo, inc.",South America,Brazil,Sports,Snowboard boots
"49,95",315,2013,11,6,Osato Chemicals,North America,United States of America,Books,Bicycle Wheel
55,232,2013,11,6,LuthorCorp,Europe,Italy,Sports,Trial Bike
"49,95",302,2013,11,7,Kumatsu Motors,South America,Brazil,Books,Build your own bicycle
"146,5",372,2013,11,8,Sirius Cybernetics Corporation,Europe,Spain,Sports,Snowboard table
"26,95",492,2013,11,8,Bluth Company,South America,Brazil,Videos,Communicate your skills (2009)
25,331,2013,11,8,Corellian Engineering Corporation,Europe,Spain,Sports,Trial Bike
"45,52",327,2013,11,9,Flowers By Irene,Europe,Denmark,Sports,Trial Bike
189,78,2013,11,9,Industrial Automation,Europe,France,Sports,Mountain Bike
14,270,2013,11,9,Virtucon,South America,Brazil,Sports,Termic Jacket 
"45,27",237,2013,11,10,LuthorCorp,Europe,Hungary,Sports,Trial Bike
"242,5",130,2013,11,10,Wentworth Industries,Europe,Ireland,Various,Various
14,122,2013,11,10,Western Gas & Electric,South America,Ecuador,Sports,Climbing boots
"257,75",139,2013,11,11,Mammoth Pictures,South America,Ecuador,Sports,Mountain Bike
125,498,2013,11,11,Omni Consimer Products,Europe,Germany,Sports,Bicycle brakes
"209,45",103,2013,11,12,Keedsler Motors,Europe,Netherlands,Sports,Mountain Bike
145,144,2013,11,13,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle brakes
47,79,2013,11,13,Mr. Sparkle,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Mountain Bike
47,281,2013,11,13,LuthorCorp,Europe,Poland,Sports,Trial Bike
140,304,2013,11,14,Omni Consimer Products,Europe,Poland,Sports,Bicycle brakes
"114,18",139,2013,11,14,Smith and Co.,Europe,Spain,Sports,Snowboard boots
190,420,2013,11,14,U.S. Robotics and Mechanical Men,South America,French Guyana,Sports,Mountain Bike
"50,2403",235,2013,11,15,Corellian Engineering Corporation,Europe,Spain,Books,Build your own bicycle
"49,95",54,2013,11,16,Incom Corporation,Europe,Spain,Books,Bicycle Wheel
"120,75",320,2013,11,16,Three Waters,South America,Ecuador,Sports,Snowboard table
10,97,2013,11,17,Central Perk,South America,Ecuador,Sports,Snowboard boots
"49,5",355,2013,11,17,Fake Brothers,North America,United States of America,Sports,Trial Bike
71,273,2013,11,18,Extensive Enterprise,South America,Brazil,Sports,Mountain Bike
47,100,2013,11,18,LuthorCorp,Europe,Poland,Sports,Trial Bike
"49,95",218,2013,11,18,Incom Corporation,Europe,Spain,Books,Bicycle Wheel
99,249,2013,11,19,LuthorCorp,Europe,Croatia,Sports,Trial Bike
"114,18",386,2013,11,20,Smith and Co.,Europe,Spain,Sports,Snowboard boots
195,260,2013,11,20,"Sample, inc",Europe,Switzerland,Sports,Mountain Bike
20,428,2013,11,21,Monks Diner,Europe,Spain,Videos,Best windsurf Videos of the year (2013)
130,222,2013,11,22,ABC Telecom,South America,Guatemala,Sports,Snowboard glasses
144,58,2013,11,22,Omni Consimer Products,Europe,Germany,Sports,Road bike
20,205,2013,11,23,Niagular,Europe,France,Videos,Best windsurf Videos of the year (2013)
125,335,2013,11,23,Omni Consimer Products,Europe,Germany,Sports,Bicycle Helmet
125,6,2013,11,24,Omni Consimer Products,Europe,Germany,Sports,Bicycle Gloves
"45,83",286,2013,11,24,Extensive Enterprise,South America,Brazil,Sports,Trial Bike
49,297,2013,11,24,LuthorCorp,Europe,Slovenia,Sports,Trial Bike
860,401,2013,11,25,Omni Consimer Products,Europe,Germany,Sports,Touring bike
"45,75",288,2013,11,25,Keedsler Motors,Europe,Netherlands,Sports,Trial Bike
"145,5",455,2013,11,25,Sto Plains Holdings,Europe,France,Sports,Tent for extreme weather
"155,51",281,2013,11,26,Colonial Movers,Europe,Spain,Sports,Mountain Bike
"94,52",103,2013,11,26,Bluth Company,South America,Brazil,Sports,Snowboard table
14,350,2013,11,26,Sto Plains Holdings,Europe,France,Sports,Termic Jacket 
47,303,2013,11,27,LuthorCorp,Europe,Poland,Sports,Trial Bike
"115,54",134,2013,11,28,"Acme, inc.",Europe,Spain,Sports,Snowboard boots
80,321,2013,11,28,Sample Company,Europe,Switzerland,Videos,Living on a windsurf table (2010)
10,386,2013,11,29,Central Perk,South America,Ecuador,Sports,Snowboard boots
49,101,2013,11,29,Mooby Corp,South America,Ecuador,Sports,Snowboard table
"155,4",130,2013,11,30,"Sample, inc",Europe,Switzerland,Sports,Snowboard table
"120,75",92,2013,12,1,Mammoth Pictures,South America,Ecuador,Sports,Snowboard table
14,389,2013,12,1,Omni Consimer Products,Europe,Germany,Sports,Termic Jacket 
"155,8",84,2013,12,2,Thrift Bank,South America,Ecuador,Sports,Rafting Boat
"162,71",179,2013,12,2,Transworld Consortium,North America,United States of America,Sports,Mountain Bike
"209,45",376,2013,12,2,Omni Consimer Products,Europe,Germany,Sports,Mountain Bike
80,166,2013,12,3,General Products,Europe,Slovakia (Slovak Republic),Sports,Snowboard boots
"146,5",129,2013,12,3,The Legitimate Businessmens Club,South America,Brazil,Sports,Snowboard table
125,266,2013,12,3,Omni Consimer Products,Europe,Germany,Sports,Bicycle Gloves
50,334,2013,12,4,Osato Chemicals,North America,United States of America,Various,Various
"45,99",209,2013,12,4,Widget Corp,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Trial Bike
145,355,2013,12,4,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle brakes
"47,9592",404,2013,12,5,Demo Company,South America,Uruguay,Books,Build your own bicycle
"49,95",245,2013,12,5,Galaxy Corp,Africa,South Africa,Books,Bicycle Wheel
230,458,2013,12,6,Omni Consimer Products,Europe,Ukraine,Sports,Mountain Bike
99,462,2013,12,6,LuthorCorp,Europe,Croatia,Sports,Trial Bike
333,293,2013,12,7,Ankh-Sto Associates,Europe,Sweden,Sports,Mountain Bike
"49,95",57,2013,12,7,Allied Biscuit,North America,United States of America,Books,Bicycle Wheel
"114,18",30,2013,12,8,Smith and Co.,Europe,Spain,Sports,Snowboard boots
"157,8",225,2013,12,8,Strickland Propane,South America,Brazil,Videos,Repair your own cross bike (2011)
"41,32",401,2013,12,9,Praxis Corporation,Europe,Spain,Various,Various
68,4,2013,12,10,LuthorCorp,Europe,Hungary,Videos,Living on a windsurf table (2010)
180,394,2013,12,10,Omni Consimer Products,Europe,Germany,Sports,Gravel Bike
49,103,2013,12,10,QWERTY Logistics,Europe,Portugal,Sports,Tent for extreme weather
29,451,2013,12,11,Taggart Transcontinental,North America,United States of America,Sports,Trial Bike
49,171,2013,12,11,Strickland Propane,South America,Brazil,Sports,Snowboard table
"47,9592",53,2013,12,12,Demo Company,South America,Uruguay,Books,Build your own bicycle
"209,45",415,2013,12,13,Omni Consimer Products,Europe,Germany,Sports,Mountain Bike
"92,233",394,2013,12,14,Allied Biscuit,North America,United States of America,Videos,"Climb higher, faster, better (2022)"
20,240,2013,12,15,Chez Quis,South America,Brazil,Videos,Best windsurf Videos of the year (2013)
60,409,2013,12,15,Gizmonic Institute,South America,Brazil,Videos,Extreme mountain bike sessions (2012)
125,122,2013,12,15,Omni Consimer Products,Europe,Germany,Sports,Bicycle Helmet
"45,83",127,2013,12,16,Extensive Enterprise,South America,Brazil,Sports,Trial Bike
199,17,2013,12,17,"Acme, inc.",Europe,Czech Republic,Sports,Mountain Bike
"155,8",45,2013,12,18,Mammoth Pictures,South America,Ecuador,Sports,Rafting Boat
65,226,2013,12,19,Gizmonic Institute,South America,Peru,Videos,Extreme mountain bike sessions (2012)
"49,95",57,2013,12,20,Allied Biscuit,North America,United States of America,Books,Bicycle Wheel
140,221,2013,12,20,Omni Consimer Products,Europe,Poland,Sports,Bicycle horn
"49,5",91,2013,12,20,Fake Brothers,North America,United States of America,Sports,Trial Bike
"49,95",43,2013,12,21,Kumatsu Motors,South America,Brazil,Books,Build your own bicycle
47,9,2013,12,22,Globo-Chem,North America,Canada,Sports,Mountain Bike
"49,95",355,2013,12,22,Globo-Chem,North America,Canada,Books,Bicycle Wheel
20,68,2013,12,23,Chotchkies,Europe,Hungary,Videos,Best windsurf Videos of the year (2013)
14,338,2013,12,23,"Demo, inc.",South America,Brazil,Sports,Termic Jacket 
"120,75",92,2013,12,24,U.S. Robotics and Mechanical Men,South America,Brazil,Sports,Snowboard table
"49,95",291,2013,12,24,Sample Company,Europe,Switzerland,Books,Bicycle Wheel
"149,57",83,2013,12,24,LexCorp,South America,Brazil,Sports,Snowboard table
"190,05",472,2013,12,25,Wayne Enterprises,Europe,Spain,Sports,Tent for extreme weather
"49,95",204,2013,12,25,Allied Biscuit,North America,United States of America,Books,Bicycle Wheel
"171,25",383,2013,12,26,ZiffCorp,North America,United States of America,Sports,Mountain Bike
"49,95",83,2013,12,27,Osato Chemicals,North America,United States of America,Books,Bicycle Wheel
20,454,2013,12,28,The Krusty Krab,Europe,Hungary,Videos,Best windsurf Videos of the year (2013)
"49,95",181,2013,12,28,United Fried Chicken,South America,Brazil,Books,Bicycle Wheel
49,105,2013,12,28,LuthorCorp,Europe,Slovenia,Sports,Trial Bike
"152,45",344,2013,12,29,Wayne Enterprises,Europe,Spain,Sports,Snowboard table
71,197,2013,12,30,Extensive Enterprise,South America,Brazil,Sports,Mountain Bike
"209,45",38,2013,12,30,Omni Consimer Products,Europe,Germany,Sports,Mountain Bike
"115,24",171,2013,12,31,Galaxy Corp,Africa,South Africa,Sports,Snowboard boots
"44,8709",263,2013,12,31,Virtucon,South America,Brazil,Sports,Trial Bike
"49,95",405,2014,1,1,Kumatsu Motors,South America,Brazil,Books,Build your own bicycle
14,476,2014,1,1,"Sample, inc",Europe,Switzerland,Sports,Termic Jacket 
140,386,2014,1,2,Omni Consimer Products,Europe,Poland,Sports,Bicycle Helmet
"45,27",128,2014,1,3,LuthorCorp,Europe,Hungary,Sports,Trial Bike
"26,95",2,2014,1,3,Bluth Company,South America,Brazil,Videos,Communicate your skills (2009)
47,262,2014,1,4,LuthorCorp,Europe,Poland,Sports,Trial Bike
"160,77",370,2014,1,4,Galaxy Corp,Africa,South Africa,Sports,Snowboard table
"75,5",216,2014,1,5,123 Warehousing,North America,United States of America,Sports,Mountain Bike
20,39,2014,1,5,Taco Grande,Europe,France,Videos,Best windsurf Videos of the year (2013)
"44,08",60,2014,1,6,Fake Brothers,North America,United States of America,Sports,Trial Bike
125,460,2014,1,6,Omni Consimer Products,Europe,Slovakia (Slovak Republic),Sports,Bicycle Helmet
"41,32",218,2014,1,7,Praxis Corporation,Europe,Spain,Various,Various
20,487,2014,1,7,Milliways,Europe,Germany,Videos,Best windsurf Videos of the year (2013)
58,349,2014,1,7,LuthorCorp,Europe,Malta,Sports,Trial Bike
20,119,2014,1,8,Niagular,Europe,France,Videos,Best windsurf Videos of the year (2013)
42,408,2014,1,8,Initrode,Europe,Spain,Sports,Snowboard boots
125,3,2014,1,8,Omni Consimer Products,Europe,Germany,Sports,Bicycle Helmet
"50,5325",49,2014,1,9,Allied Biscuit,North America,United States of America,Books,Bicycle Wheel
56,114,2014,1,10,Allied Biscuit,Europe,Poland,Videos,"Climb higher, faster, better (2022)"
125,299,2014,1,10,Omni Consimer Products,Europe,Germany,Sports,Bicycle Gloves
48,428,2014,1,10,Tessier-Ashpool,Europe,Slovakia (Slovak Republic),Sports,Tent for extreme weather
49,406,2014,1,11,LuthorCorp,Europe,Slovenia,Sports,Trial Bike
"44,0279",32,2014,1,12,Widget Corp,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Trial Bike
"49,5",482,2014,1,12,QWERTY Logistics,Europe,Portugal,Sports,Trial Bike
89,466,2014,1,13,Gizmonic Institute,South America,Columbia,Videos,Extreme mountain bike sessions (2012)
"105,75",220,2014,1,13,Incom Corporation,Europe,Spain,Sports,Snowboard table
125,292,2014,1,13,Omni Consimer Products,Europe,Germany,Sports,Bicycle Gloves
80,371,2014,1,14,General Products,Europe,Slovakia (Slovak Republic),Sports,Snowboard boots
140,296,2014,1,14,Omni Consimer Products,Europe,Poland,Sports,Bicycle Gloves
"171,25",374,2014,1,15,ZiffCorp,North America,United States of America,Sports,Mountain Bike
,127,2014,1,16,,,,,
20,156,2014,1,16,Taco Grande,Europe,France,Videos,Best windsurf Videos of the year (2013)
56,120,2014,1,17,Allied Biscuit,Europe,Poland,Videos,"Climb higher, faster, better (2022)"
"49,95",349,2014,1,17,Sample Company,Europe,Switzerland,Books,Bicycle Wheel
"49,95",126,2014,1,17,Allied Biscuit,North America,United States of America,Books,Bicycle Wheel
49,357,2014,1,18,Mooby Corp,South America,Ecuador,Sports,Snowboard table
89,235,2014,1,19,Gizmonic Institute,South America,Columbia,Videos,Extreme mountain bike sessions (2012)
"190,05",386,2014,1,20,Wayne Enterprises,Europe,Spain,Sports,Tent for extreme weather
"155,8",339,2014,1,21,Water and Power,South America,Ecuador,Sports,Rafting Boat
135,192,2014,1,21,Mooby Corp,South America,Paraguay,Sports,Climbing boots
71,72,2014,1,22,Extensive Enterprise,South America,Brazil,Sports,Mountain Bike
"49,95",67,2014,1,22,Kumatsu Motors,South America,Brazil,Books,Build your own bicycle
55,188,2014,1,23,General Products,Europe,Czech Republic,Sports,Snowboard boots
29,299,2014,1,23,Taggart Transcontinental,North America,United States of America,Sports,Trial Bike
"155,8",68,2014,1,23,Gringotts,South America,Ecuador,Sports,Rafting Boat
20,113,2014,1,24,The Krusty Krab,Europe,Hungary,Videos,Best windsurf Videos of the year (2013)
47,104,2014,1,24,Globo-Chem,North America,Canada,Sports,Mountain Bike
14,28,2014,1,24,"Sample, inc",Europe,Switzerland,Sports,Termic Jacket 
"45,75",334,2014,1,25,Keedsler Motors,Europe,Netherlands,Sports,Trial Bike
"115,54",243,2014,1,25,"Acme, inc.",Europe,Spain,Sports,Snowboard boots
"209,45",124,2014,1,25,Omni Consimer Products,Europe,Germany,Sports,Mountain Bike
195,449,2014,1,26,Wentworth Industries,Europe,Ireland,Sports,Mountain Bike
"49,95",5,2014,1,26,United Fried Chicken,South America,Brazil,Books,Bicycle Wheel
145,1,2014,1,27,Industrial Automation,Europe,Germany,Sports,Climbing glasses
998,339,2014,1,27,Keedsler Motors,Europe,Netherlands,Sports,E-Bike
"49,5",134,2014,1,28,123 Warehousing,North America,United States of America,Sports,Trial Bike
345,147,2014,1,28,Colonial Movers,Europe,Monaco,Sports,Mountain Bike
"50,2403",312,2014,1,28,Corellian Engineering Corporation,Europe,Spain,Books,Build your own bicycle
47,236,2014,1,29,LuthorCorp,Europe,Poland,Sports,Trial Bike
333,456,2014,1,29,Ankh-Sto Associates,Europe,Sweden,Sports,Mountain Bike
"155,4",143,2014,1,30,"Sample, inc",Europe,Switzerland,Sports,Snowboard table
217,98,2014,1,30,"Acme, inc.",Europe,Spain,Sports,Mountain Bike
195,140,2014,1,30,Wentworth Industries,Europe,Ireland,Sports,Mountain Bike
"47,9592",180,2014,1,31,Demo Company,South America,Uruguay,Books,Build your own bicycle
"193,421",2,2014,1,31,Gringotts,South America,Ecuador,Sports,Climbing equipment
68,360,2014,2,1,LuthorCorp,Europe,Hungary,Videos,Living on a windsurf table (2010)
243,26,2014,2,1,Keedsler Motors,Europe,Italy,Sports,Mountain Bike
"155,8",412,2014,2,1,Water and Power,South America,Ecuador,Sports,Rafting Boat
"91,67",475,2014,2,2,Widget Corp,Europe,United Kingdom of Great Britain & Northern Ireland,Sports,Snowboard table
46,290,2014,2,2,LuthorCorp,Europe,Slovakia (Slovak Republic),Sports,Trial Bike
